"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"584","3","1","31","33","37337",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.337",".",".",".",".","37.337",".","."
"585","3","2","24","23","25699","-1.600838954","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","25.699","-1.200377928","-1.157831463","-1",".","25.699","-1.319682781","-1"
"586","3","1","17","25","22424",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","22.424",".",".",".",".","22.424",".","."
"587","3","1",".",".",".","-1.600838954","3",".","4","1","5","RACL/ETHNIC COHORT /SCRNR 79",".",".","1.3445155243",".","0",".","-0.128161715","0"
"588","3","2","3","2","4328",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.328",".",".",".",".","4.328",".","."
"589","3","2",".",".","229",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","0.229",".",".",".",".","0.229",".","."
"590","3","2",".",".","6771","-1.600838954","5",".","4","5",".","RACL/ETHNIC COHORT /SCRNR 79","6.771",".","-1.991947125","0","0","6.771","-1.796393039","0"
"591","1","2","73","88","96194","0.718201162","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","96.194","0.8329071367","-1.157831463","-1",".","96.194","0.1310922787","-1"
"592","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"593","1","2","27","30","26440",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.44",".",".",".",".","26.44",".","."
"594","2","1","43","39","53342","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","53.342","0.8329071367","-0.3237158","-1",".","53.342","0.4091308328","-1"
"595","2","1","20","18","13468",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.468",".",".",".",".","13.468",".","."
"596","2","1","43","61","69499",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","69.499",".",".",".",".","69.499",".","."
"597","2","1","4","4","2826","-1.600838954","1","2",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","2.826","-1.200377928","1.3445155243","-1",".","2.826","-0.485567119","-1"
"598","2","2","19","20","16514",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.514",".",".",".",".","16.514",".","."
"599","2","1","25","35","31295",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","31.295",".",".",".",".","31.295",".","."
"600","3","1","60","62","59737","-0.05481221","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","59.737","0.8329071367","-1.157831463","-1",".","59.737","-0.126578845","-1"
"601","3","2","52","53","65103",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.103",".",".",".",".","65.103",".","."
"602","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"603","3","2","38","40","39038",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","39.038",".",".",".",".","39.038",".","."
"604","3","2","60","50","62762","0.718201162","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","62.762","-1.200377928","0.510399862","1",".","62.762","0.0094076986","1"
"605","3","1","36","51","56187","0.718201162","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","56.187","-1.200377928","-0.3237158","-1",".","56.187","-0.268630856","-1"
"606","3","1","50","53","72782","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","72.782","-1.200377928","-0.3237158","-1",".","72.782","-0.268630856","-1"
"607","3","1","87","80","82311","-1.600838954","5",".","4","5","5","RACL/ETHNIC COHORT /SCRNR 79","82.311",".","-1.991947125","0","0","82.311","-1.796393039","0"
"608","3","2","87","88","88693","0.718201162","2","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","88.693","-1.200377928","-1.157831463","1",".","88.693","-0.54666941","1"
"609","3","2","40","39","45803","0.718201162","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","45.803","-1.200377928","-1.157831463","-1",".","45.803","-0.54666941","-1"
"610","3","1","20","23","32629",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","32.629",".",".",".",".","32.629",".","."
"611","3","2","71","75","73742","0.718201162","3",".","3","3","4","RACL/ETHNIC COHORT /SCRNR 79","73.742",".","-0.3237158",".","0","73.742","0.1972426808","0"
"612","3","2","49","57","48877","0.718201162","3",".","1","3","3","RACL/ETHNIC COHORT /SCRNR 79","48.877",".","-0.3237158",".","1","48.877","0.1972426808","1"
"613","3","1","25","28","35747","0.718201162","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","35.747","-1.200377928","-1.157831463","-1",".","35.747","-0.54666941","-1"
"614","1","2","25","22","15699","-1.600838954","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","15.699","-1.200377928","0.510399862","1",".","15.699","-0.763605673","1"
"615","3","2","14","12","16768","-1.600838954","3",".","3","2","1","RACL/ETHNIC COHORT /SCRNR 79","16.768",".","0.510399862",".","0","16.768","-0.545219546","0"
"616","3","1","2","5","9141",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.141",".",".",".",".","9.141",".","."
"617","3","2","18","19","18641",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.641",".",".",".",".","18.641",".","."
"618","3","2","41","44","42993","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","42.993","0.8329071367","1.3445155243","-1",".","42.993","0.965207941","-1"
"619","3","2","48","50","47764","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","47.764","-1.200377928","0.510399862","-1",".","47.764","0.0094076986","-1"
"620","2","1","2","3","742","0.718201162","1","2",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","0.742","-1.200377928","-0.3237158","-1",".","0.742","-0.268630856","-1"
"621","2","2","1","1","2528","-0.05481221","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","2.528","0.8329071367","0.510399862","-1",".","2.528","0.4294982629","-1"
"622","2","2","37","39","52674","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","52.674","0.8329071367","-0.3237158","-1",".","52.674","0.4091308328","-1"
"623","2","2","17","16","12509","0.718201162","1","1",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","12.509","0.8329071367","-1.157831463","-1",".","12.509","0.1310922787","-1"
"624","2","1","22","17","30312","-1.600838954","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","30.312","0.8329071367","0.510399862","-1",".","30.312","-0.085843985","-1"
"625","2","1","7","8","4862","0.718201162","3",".","3","1","2","RACL/ETHNIC COHORT /SCRNR 79","4.862",".","1.3445155243",".","0","4.862","1.0313583431","0"
"626","3","2","38","35","22311","-1.600838954","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","22.311","0.8329071367","1.3445155243","-1",".","22.311","0.1921945691","-1"
"627","3","2","95","87","88779","-1.600838954","5",".","0","4","3","RACL/ETHNIC COHORT /SCRNR 79","88.779",".","-1.157831463","0",".","88.779","-1.379335208","0"
"628","2","1","3","3","2853","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","2.853","0.8329071367","0.510399862","-1",".","2.853","0.6871693869","-1"
"629","3","1","8","9","3363","-0.827825582","2","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","3.363","-1.200377928","-1.157831463","1",".","3.363","-1.062011658","1"
"630","3","1","6","7","7666","-1.600838954","1","2",".","5","4","RACL/ETHNIC COHORT /SCRNR 79","7.666","-1.200377928","-1.991947125","-1",".","7.666","-1.597721336","-1"
"631","3","1","23","25","22379","-1.600838954","3",".","1","3","4","RACL/ETHNIC COHORT /SCRNR 79","22.379",".","-0.3237158",".","1","22.379","-0.962277377","1"
"632","3","2","7","4","1310","0.718201162","2","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","1.31","-1.200377928","-0.3237158","1",".","1.31","-0.268630856","1"
"633","3","1","79","76","68248",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","68.248",".",".",".",".","68.248",".","."
"634","3","2","55","41","40473",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","40.473",".",".",".",".","40.473",".","."
"635","3","2","66","61","57954","0.718201162","5",".","1","4","4","RACL/ETHNIC COHORT /SCRNR 79","57.954",".","-1.157831463","0","1","57.954","-0.21981515","0.5"
"636","3","2","30","32","34526","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","34.526","-1.200377928","0.510399862","1",".","34.526","0.0094076986","1"
"637","3","1","35","48","66431","-0.827825582","1","2",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","66.431","-1.200377928","1.3445155243","-1",".","66.431","-0.227895995","-1"
"638","3","1","58","54","52167","-0.827825582","2","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","52.167","0.8329071367","-0.3237158","1",".","52.167","-0.106211415","1"
"639","3","1","46","49","60396","-0.827825582","2","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","60.396","0.8329071367","0.510399862","1",".","60.396","0.171827139","1"
"640","3","2","69","67","77715","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","77.715","-1.200377928","0.510399862","1",".","77.715","0.0094076986","1"
"641","3","1","12","11","8596","-1.600838954","3",".","3","2","3","RACL/ETHNIC COHORT /SCRNR 79","8.596",".","0.510399862",".","0","8.596","-0.545219546","0"
"642","3","2","32","27","36216","0.718201162","2","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","36.216","0.8329071367","-0.3237158","1",".","36.216","0.4091308328","1"
"643","3","2","25","32","45426",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","45.426",".",".",".",".","45.426",".","."
"644","3","1","81","90","90120","0.718201162","3",".","2","1","5","RACL/ETHNIC COHORT /SCRNR 79","90.12",".","1.3445155243",".","-1","90.12","1.0313583431","-1"
"645","3","1","85","89","86137","0.718201162","2","2",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","86.137","-1.200377928","0.510399862","1",".","86.137","0.0094076986","1"
"646","3","2","2","2","1790","-1.600838954","2","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","1.79","0.8329071367","-0.3237158","1",".","1.79","-0.363882539","1"
"647","3","1","49","54","43472","-1.600838954","1","2",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","43.472","-1.200377928","1.3445155243","-1",".","43.472","-0.485567119","-1"
"648","3","2","41","29","43275","-0.827825582",".",".",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","43.275",".","-1.157831463",".",".","43.275","-0.992828522","."
"649","3","1","93","89","85540","0.718201162","2","2",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","85.54","-1.200377928","1.3445155243","1",".","85.54","0.2874462527","1"
"650","3","2","83","80","77736","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","77.736","-1.200377928","-0.3237158","-1",".","77.736","-0.268630856","-1"
"651","3","1","57","66","80597",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","80.597",".",".",".",".","80.597",".","."
"652","3","2","75","73","76077",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","76.077",".",".",".",".","76.077",".","."
"653","3","1","94","92","90095","0.718201162","2","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","90.095","0.8329071367","1.3445155243","1",".","90.095","0.965207941","1"
"654","3","2","75","71","92083","0.718201162","5",".","3","3","3","RACL/ETHNIC COHORT /SCRNR 79","92.083",".","-0.3237158","0","0","92.083","0.1972426808","0"
"655","3","2","49","53","48905","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","48.905","0.8329071367","1.3445155243","-1",".","48.905","0.965207941","-1"
"656","3","2","89","88","92993","0.718201162","2","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","92.993","0.8329071367","-0.3237158","1",".","92.993","0.4091308328","1"
"657","3","2","71","70","87226","0.718201162","2","2",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","87.226","-1.200377928","1.3445155243","1",".","87.226","0.2874462527","1"
"658","3","1",".",".",".","-0.05481221","3",".","3","4","4","RACL/ETHNIC COHORT /SCRNR 79",".",".","-1.157831463",".","0",".","-0.606321836","0"
"659","3","1","46","42","39786","-0.827825582","3",".","3","3","4","RACL/ETHNIC COHORT /SCRNR 79","39.786",".","-0.3237158",".","0","39.786","-0.575770691","0"
"660","3","2","88","91","86131",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","86.131",".",".",".",".","86.131",".","."
"661","3","2","78","81","78922",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","78.922",".",".",".",".","78.922",".","."
"662","3","2","51","65","70500","0.718201162","2","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","70.5","-1.200377928","-0.3237158","1",".","70.5","-0.268630856","1"
"663","3","1","60","68","76234","0.718201162","2","2",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","76.234","-1.200377928","1.3445155243","1",".","76.234","0.2874462527","1"
"664","3","2","57","51","47912","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","47.912","0.8329071367","0.510399862","-1",".","47.912","0.6871693869","-1"
"665","3","2","49","53","59991","0.718201162","2","2",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","59.991","-1.200377928","1.3445155243","1",".","59.991","0.2874462527","1"
"666","3","1","4","5","6845","-1.600838954","1","1",".","1","1","RACL/ETHNIC COHORT /SCRNR 79","6.845","0.8329071367","1.3445155243","-1",".","6.845","0.1921945691","-1"
"667","3","1","64","69","70912","0.718201162","2","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","70.912","0.8329071367","0.510399862","1",".","70.912","0.6871693869","1"
"668","3","2","13","15","25253","0.718201162","3",".","2","4","3","RACL/ETHNIC COHORT /SCRNR 79","25.253",".","-1.157831463",".","-1","25.253","-0.21981515","-1"
"669","3","1","74","74","79232",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","79.232",".",".",".",".","79.232",".","."
"670","3","2","86","86","89419","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","89.419","-1.200377928","0.510399862","1",".","89.419","0.0094076986","1"
"671","2","1","77","74","79303","0.718201162","2","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","79.303","0.8329071367","0.510399862","1",".","79.303","0.6871693869","1"
"672","2","1","50","53","65315","0.718201162","2","1",".","2","1","RACL/ETHNIC COHORT /SCRNR 79","65.315","0.8329071367","0.510399862","1",".","65.315","0.6871693869","1"
"673","2","1",".",".",".","0.718201162",".",".",".","2","4","RACL/ETHNIC COHORT /SCRNR 79",".",".","0.510399862",".",".",".","0.614300512","."
"674","2","1","4","4","2926","0.718201162",".",".",".","1",".","RACL/ETHNIC COHORT /SCRNR 79","2.926",".","1.3445155243",".",".","2.926","1.0313583431","."
"675","2","1","2","1","3663",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.663",".",".",".",".","3.663",".","."
"676","2","1","6","4","2250",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.25",".",".",".",".","2.25",".","."
"677","2","2","31","41","47975","0.718201162","3",".","3","4","5","RACL/ETHNIC COHORT /SCRNR 79","47.975",".","-1.157831463",".","0","47.975","-0.21981515","0"
"678","2","1","15","19","18326",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.326",".",".",".",".","18.326",".","."
"679","2","1","7","8","8563","0.718201162","1","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","8.563","0.8329071367","1.3445155243","-1",".","8.563","0.965207941","-1"
"680","2","2","15","22","25213",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.213",".",".",".",".","25.213",".","."
"681","2","1","2","5","6381","-1.600838954","5",".","4","3","3","RACL/ETHNIC COHORT /SCRNR 79","6.381",".","-0.3237158","0","0","6.381","-0.962277377","0"
"682","2","2","27","30","34737","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","34.737","0.8329071367","1.3445155243","-1",".","34.737","0.965207941","-1"
"683","2","2","32","38","45808","-0.827825582","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","45.808","-1.200377928","0.510399862","-1",".","45.808","-0.505934549","-1"
"684","3","1","22","25","29001","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","29.001","0.8329071367","1.3445155243","-1",".","29.001","0.965207941","-1"
"685","3","1","27","45","55366","0.718201162","2","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","55.366","-1.200377928","-1.157831463","1",".","55.366","-0.54666941","1"
"686","3","1","76","73","79313","0.718201162","2","2",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","79.313","-1.200377928","1.3445155243","1",".","79.313","0.2874462527","1"
"687","3","1","80","84","88752","0.718201162","3",".","2","3","3","RACL/ETHNIC COHORT /SCRNR 79","88.752",".","-0.3237158",".","-1","88.752","0.1972426808","-1"
"688","3","2","39","35","41580","0.718201162","2","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","41.58","0.8329071367","1.3445155243","1",".","41.58","0.965207941","1"
"689","3","2","27","24","35381","-1.600838954","3",".","3","4","4","RACL/ETHNIC COHORT /SCRNR 79","35.381",".","-1.157831463",".","0","35.381","-1.379335208","0"
"690","3","1","62","72","72907","-1.600838954","3",".","2","4","4","RACL/ETHNIC COHORT /SCRNR 79","72.907",".","-1.157831463",".","-1","72.907","-1.379335208","-1"
"691","3","2","49","46","57216",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.216",".",".",".",".","57.216",".","."
"692","3","2","34","27","36055","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","36.055","0.8329071367","0.510399862","-1",".","36.055","0.6871693869","-1"
"693","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"694","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"695","3","1",".",".",".","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","0.510399862","-1",".",".","0.0094076986","-1"
"696","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"697","3","1","18","25","14729","-1.600838954","1","1",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","14.729","0.8329071367","-1.157831463","-1",".","14.729","-0.641921093","-1"
"698","3","2","5","5","8986","-0.827825582","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","8.986","0.8329071367","1.3445155243","-1",".","8.986","0.4498656931","-1"
"699","3","2","26","26","18419","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","18.419","-1.200377928","-0.3237158","-1",".","18.419","-0.268630856","-1"
"700","3","1","17","25","22135",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","22.135",".",".",".",".","22.135",".","."
"701","3","1","9","12","10566","-1.600838954","3",".","2","2","5","RACL/ETHNIC COHORT /SCRNR 79","10.566",".","0.510399862",".","-1","10.566","-0.545219546","-1"
"702","3","1","22","29","31226","-1.600838954","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","31.226","-1.200377928","-1.157831463","-1",".","31.226","-1.319682781","-1"
"703","3","2","51","38","40970","0.718201162","2","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","40.97","-1.200377928","-0.3237158","1",".","40.97","-0.268630856","1"
"704","3","2","46","52","46092","0.718201162","0",".","2","3","4","RACL/ETHNIC COHORT /SCRNR 79","46.092",".","-0.3237158",".","-1","46.092","0.1972426808","-1"
